:performing_arts:,:star:,:lock:,,:haircut:,,:performing_arts:
:sneezing_face:,:star2:,:lock_with_ink_pen:,,:barber:,,:sneezing_face:
:video_game:,:dizzy:,:closed_lock_with_key:,,:syringe:,,:video_game:
:dart:,:sparkles:,:key:,,:pill:,,:dart:
:slot_machine:,:comet:,:mag_right:,,:kiss:,,:slot_machine:
:8ball:,:sunny:,:bulb:,,:love_letter:,,:8ball:
:game_die:,:partly_sunny:,:flashlight:,,:ring:,,:game_die:
:bowling:,:cloud:,:high_brightness:,,:gem:,,:bowling:
:flower_playing_cards:,:cloud_with_rain:,:low_brightness:,,:couplekiss:,,:flower_playing_cards:
:lying_face:,:cloud_with_lightning:,:electric_plug:,,:bouquet:,,:lying_face:
:musical_note:,:zap:,:battery:,,:couple_with_heart:,,:musical_note:
:notes:,:fire:,:mag:,,:wedding:,,:notes:
:saxophone:,:boom:,:bathtub:,,:heartbeat:,,:saxophone:
:drooling_face:,:snowflake:,:bath:,,:broken_heart:,,:drooling_face:
:guitar:,:cloud_with_snow:,:shower:,,:two_hearts:,,:guitar:
:musical_keyboard:,:snowman:,:toilet:,,:sparkling_heart:,,:musical_keyboard:
:trumpet:,:dash:,:wrench:,,:heartpulse:,,:trumpet:
:rofl:,:fog:,:nut_and_bolt:,,:cupid:,,:rofl:
:violin:,:umbrella:,:hammer:,,:blue_heart:,,:violin:
:musical_score:,:droplet:,:door:,,:green_heart:,,:musical_score:
:running_shirt_with_sash:,:sweat_drops:,:smoking:,,:yellow_heart:,,:running_shirt_with_sash:
:nauseated_face:,:ocean:,:bomb:,,:purple_heart:,,:nauseated_face:
:tennis:,:green_apple:,:gun:,,:gift_heart:,,:tennis:
:ski:,:apple:,:pill:,,:revolving_hearts:,,:ski:
:basketball:,:pear:,:syringe:,,:heart_decoration:,,:basketball:
:checkered_flag:,:tangerine:,:moneybag:,,:diamond_shape_with_a_dot_inside:,,:checkered_flag:
:clown:,:lemon:,:yen:,,:bulb:,,:clown:
:snowboarder:,:banana:,:dollar:,,:anger:,,:snowboarder:
:person_running:,:watermelon:,:pound:,,:bomb:,,:person_running:
:person_surfing:,:grapes:,:euro:,,:zzz:,,:person_surfing:
:trophy:,:strawberry:,:credit_card:,,:sweat_drops:,,:trophy:
:football:,:melon:,:money_with_wings:,,:droplet:,,:football:
:person_swimming:,:cherries:,:calling:,,:dash:,,:person_swimming:
:house:,:peach:,:e-mail:,,:muscle:,,:house:
:house_with_garden:,:pineapple:,:inbox_tray:,,:dizzy:,,:house_with_garden:
:office:,:avocado:,:outbox_tray:,,:speech_balloon:,,:office:
:post_office:,:tomato:,:email:,,:thought_balloon:,,:post_office:
:hospital:,:eggplant:,:envelope_with_arrow:,,:white_flower:,,:hospital:
:bank:,:cucumber:,:incoming_envelope:,,:100:,,:bank:
:atm:,:carrot:,:postal_horn:,,:moneybag:,,:atm:
:hotel:,:hot_pepper:,:mailbox:,,:currency_exchange:,,:hotel:
:love_hotel:,:potato:,:mailbox_closed:,,:heavy_dollar_sign:,,:love_hotel:
:convenience_store:,:corn:,:mailbox_with_mail:,,:credit_card:,,:convenience_store:
:school:,:sweet_potato:,:mailbox_with_no_mail:,,:yen:,,:school:
:department_store:,:peanuts:,:postbox:,,:dollar:,,:department_store:
:cowboy:,:honey_pot:,:package:,,:euro:,,:cowboy:
:factory:,:croissant:,:memo:,,:pound:,,:factory:
:izakaya_lantern:,:bread:,:page_facing_up:,,:money_with_wings:,,:izakaya_lantern:
:japanese_castle:,:baguette_bread:,:page_with_curl:,,:chart:,,:japanese_castle:
:european_castle:,:cheese:,:bookmark_tabs:,,:seat:,,:european_castle:
:snail:,:egg:,:bar_chart:,,:computer:,,:snail:
:snake:,:bacon:,:chart_with_upwards_trend:,,:briefcase:,,:snake:
:racehorse:,:pancakes:,:chart_with_downwards_trend:,,:minidisc:,,:racehorse:
:sheep:,:poultry_leg:,:scroll:,,:floppy_disk:,,:sheep:
:monkey:,:meat_on_bone:,:clipboard:,,:cd:,,:monkey:
:chicken:,:fried_shrimp:,:date:,,:dvd:,,:chicken:
:boar:,:hamburger:,:calendar:,,:file_folder:,,:boar:
:elephant:,:fries:,:card_index:,,:open_file_folder:,,:elephant:
:octopus:,:stuffed_flatbread:,:file_folder:,,:page_with_curl:,,:octopus:
:shell:,:hotdog:,:open_file_folder:,,:page_facing_up:,,:shell:
:bug:,:pizza:,:scissors:,,:date:,,:bug:
:ant:,:spaghetti:,:pushpin:,,:calendar:,,:ant:
:bee:,:taco:,:paperclip:,,:card_index:,,:bee:
:beetle:,:burrito:,:black_nib:,,:chart_with_upwards_trend:,,:beetle:
:fish:,:green_salad:,:pencil2:,,:chart_with_downwards_trend:,,:fish:
:tropical_fish:,:shallow_pan_of_food:,:straight_ruler:,,:bar_chart:,,:tropical_fish:
:blowfish:,:ramen:,:triangular_ruler:,,:clipboard:,,:blowfish:
:turtle:,:stew:,:closed_book:,,:pushpin:,,:turtle:
:hatching_chick:,:fish_cake:,:green_book:,,:round_pushpin:,,:hatching_chick:
:baby_chick:,:sushi:,:blue_book:,,:paperclip:,,:baby_chick:
:hatched_chick:,:bento:,:orange_book:,,:straight_ruler:,,:hatched_chick:
:bird:,:curry:,:notebook:,,:triangular_ruler:,,:bird:
:penguin:,:rice_ball:,:notebook_with_decorative_cover:,,:bookmark_tabs:,,:penguin:
:koala:,:rice:,:ledger:,,:ledger:,,:koala:
:poodle:,:rice_cracker:,:books:,,:notebook:,,:poodle:
:camel:,:oden:,:book:,,:notebook_with_decorative_cover:,,:camel:
:dolphin:,:dango:,:bookmark:,,:closed_book:,,:dolphin:
:mouse:,:shaved_ice:,:name_badge:,,:green_book:,,:mouse:
:cow:,:ice_cream:,:microscope:,,:blue_book:,,:cow:
:tiger:,:icecream:,:telescope:,,:orange_book:,,:tiger:
:rabbit:,:cake:,:newspaper:,,:books:,,:rabbit:
:cat:,:birthday:,:art:,,:name_badge:,,:cat:
:dragon_face:,:custard:,:clapper:,,:scroll:,,:dragon_face:
:whale:,:candy:,:microphone:,,:telephone_receiver:,,:whale:
:horse:,:lollipop:,:headphones:,,:pager:,,:horse:
:monkey_face:,:chocolate_bar:,:musical_score:,,:fax:,,:monkey_face:
:dog:,:popcorn:,:musical_note:,,:loudspeaker:,,:dog:
:pig:,:doughnut:,:notes:,,:mega:,,:pig:
:frog:,:cookie:,:musical_keyboard:,,:outbox_tray:,,:frog:
:hamster:,:beer:,:violin:,,:inbox_tray:,,:hamster:
:wolf:,:beers:,:trumpet:,,:package:,,:wolf:
:bear:,:wine_glass:,:saxophone:,,:e-mail:,,:bear:
:panda_face:,:tumbler_glass:,:guitar:,,:incoming_envelope:,,:panda_face:
:pig_nose:,:cocktail:,:space_invader:,,:envelope_with_arrow:,,:pig_nose:
:feet:,:tropical_drink:,:video_game:,,:mailbox_closed:,,:feet:
:eyes:,:champagne:,:black_joker:,,:mailbox:,,:eyes:
:ear:,:sake:,:flower_playing_cards:,,:mailbox_with_mail:,,:ear:
:nose:,:tea:,:mahjong:,,:mailbox_with_no_mail:,,:nose:
:lips:,:coffee:,:game_die:,,:postbox:,,:lips:
:tongue:,:baby_bottle:,:dart:,,:postal_horn:,,:tongue:
:point_up_2:,:spoon:,:football:,,:newspaper:,,:point_up_2:
:point_down:,:fork_and_knife:,:basketball:,,:iphone:,,:point_down:
:point_left:,:soccer:,:soccer:,,:calling:,,:point_left:
:point_right:,:basketball:,:baseball:,,:vibration_mode:,,:point_right:
:punch:,:football:,:tennis:,,:mobile_phone_off:,,:punch:
:wave:,:baseball:,:8ball:,,:no_mobile_phones:,,:wave:
:ok_hand:,:tennis:,:rugby_football:,,:signal_strength:,,:ok_hand:
:thumbsup:,:volleyball:,:bowling:,,:camera:,,:thumbsup:
:thumbsdown:,:rugby_football:,:golf:,,:video_camera:,,:thumbsdown:
:clap:,:8ball:,:mountain_bicyclist:,,:tv:,,:clap:
:open_hands:,:golf:,:bicyclist:,,:radio:,,:open_hands:
:crown:,:ping_pong:,:checkered_flag:,,:vhs:,,:crown:
:womans_hat:,:badminton:,:horse_racing:,,:twisted_rightwards_arrows:,,:womans_hat:
:eyeglasses:,:goal_net:,:trophy:,,:repeat:,,:eyeglasses:
:necktie:,:field_hockey:,:ski:,,:repeat_one:,,:necktie:
:shirt:,:ski:,:snowboarder:,,:arrows_clockwise:,,:shirt:
:jeans:,:skier:,:swimmer:,,:arrows_counterclockwise:,,:jeans:
:dress:,:snowboarder:,:surfer:,,:low_brightness:,,:dress:
:kimono:,:person_fencing:,:fishing_pole_and_fish:,,:high_brightness:,,:kimono:
:bikini:,:women_wrestling:,:coffee:,,:mute:,,:bikini:
:womans_clothes:,:men_wrestling:,:tea:,,:speaker:,,:womans_clothes:
:purse:,:woman_cartwheeling:,:sake:,,:sound:,,:purse:
:handbag:,:man_cartwheeling:,:baby_bottle:,,:loud_sound:,,:handbag:
:pouch:,:woman_playing_handball:,:beer:,,:battery:,,:pouch:
:mans_shoe:,:man_playing_handball:,:beers:,,:electric_plug:,,:mans_shoe:
:athletic_shoe:,:ice_skate:,:cocktail:,,:mag:,,:athletic_shoe:
:high_heel:,:bow_and_arrow:,:tropical_drink:,,:mag_right:,,:high_heel:
:sandal:,:fishing_pole_and_fish:,:wine_glass:,,:lock_with_ink_pen:,,:sandal:
:boot:,:boxing_glove:,:fork_and_knife:,,:closed_lock_with_key:,,:boot:
:footprints:,:martial_arts_uniform:,:pizza:,,:key:,,:footprints:
:bust_in_silhouette:,:woman_playing_water_polo:,:hamburger:,,:lock:,,:bust_in_silhouette:
:boy:,:man_playing_water_polo:,:fries:,,:unlock:,,:boy:
:girl:,:bath:,:poultry_leg:,,:bell:,,:girl:
:man:,:horse_racing:,:meat_on_bone:,,:no_bell:,,:man:
:woman:,:trophy:,:spaghetti:,,:bookmark:,,:woman:
:family:,:running_shirt_with_sash:,:curry:,,:link:,,:family:
:couple:,:reminder_ribbon:,:fried_shrimp:,,:radio_button:,,:couple:
:police_officer:,:rosette:,:bento:,,:back:,,:police_officer:
:people_with_bunny_ears_partying:,:ticket:,:sushi:,,:end:,,:people_with_bunny_ears_partying:
:bride_with_veil:,:tickets:,:fish_cake:,,:on:,,:bride_with_veil:
:blond_haired_person:,:performing_arts:,:rice_ball:,,:soon:,,:blond_haired_person:
:man_with_chinese_cap:,:art:,:rice_cracker:,,:top:,,:man_with_chinese_cap:
:person_wearing_turban:,:circus_tent:,:rice:,,:underage:,,:person_wearing_turban:
:older_man:,:woman_juggling:,:ramen:,,:keycap_ten:,,:older_man:
:older_woman:,:man_juggling:,:stew:,,:capital_abcd:,,:older_woman:
:baby:,:microphone:,:oden:,,:abcd:,,:baby:
:construction_worker:,:headphones:,:dango:,,:1234:,,:construction_worker:
:princess:,:musical_score:,:egg:,,:symbols:,,:princess:
:japanese_ogre:,:musical_keyboard:,:bread:,,:abc:,,:japanese_ogre:
:japanese_goblin:,:drum:,:doughnut:,,:fire:,,:japanese_goblin:
:ghost:,:saxophone:,:custard:,,:flashlight:,,:ghost:
:angel:,:trumpet:,:icecream:,,:wrench:,,:angel:
:alien:,:guitar:,:ice_cream:,,:hammer:,,:alien:
:space_invader:,:violin:,:shaved_ice:,,:nut_and_bolt:,,:space_invader:
:imp:,:clapper:,:birthday:,,:gun:,,:imp:
:skull:,:video_game:,:cake:,,:microscope:,,:skull:
:card_index:,:space_invader:,:cookie:,,:telescope:,,:card_index:
:person_tipping_hand:,:dart:,:chocolate_bar:,,:crystal_ball:,,:person_tipping_hand:
:guard:,:game_die:,:candy:,,:six_pointed_star:,,:guard:
:dancer:,:slot_machine:,:lollipop:,,:beginner:,,:dancer:
:lipstick:,:bowling:,:honey_pot:,,:trident:,,:lipstick:
:nail_care:,:red_car:,:apple:,,:black_square_button:,,:nail_care:
:ledger:,:taxi:,:green_apple:,,:white_square_button:,,:ledger:
:person_getting_massage:,:blue_car:,:tangerine:,,:red_circle:,,:person_getting_massage:
:notebook:,:bus:,:lemon:,,:large_orange_diamond:,,:notebook:
:person_getting_haircut:,:trolleybus:,:cherries:,,:large_blue_diamond:,,:person_getting_haircut:
:notebook_with_decorative_cover:,:racing_car:,:grapes:,,:small_orange_diamond:,,:notebook_with_decorative_cover:
:barber:,:police_car:,:watermelon:,,:small_blue_diamond:,,:barber:
:closed_book:,:ambulance:,:strawberry:,,:small_red_triangle:,,:closed_book:
:syringe:,:fire_engine:,:peach:,,:small_red_triangle_down:,,:syringe:
:book:,:minibus:,:melon:,,:arrow_up_small:,,:book:
:pill:,:truck:,:banana:,,:arrow_down_small:,,:pill:
:green_book:,:articulated_lorry:,:pear:,,:clock1:,,:green_book:
:kiss:,:tractor:,:pineapple:,,:clock2:,,:kiss:
:blue_book:,:motorcycle:,:sweet_potato:,,:clock3:,,:blue_book:
:love_letter:,:bike:,:eggplant:,,:clock4:,,:love_letter:
:orange_book:,:motor_scooter:,:tomato:,,:clock5:,,:orange_book:
:ring:,:rotating_light:,:corn:,,:clock6:,,:ring:
:books:,:oncoming_police_car:,:house:,,:clock7:,,:books:
:gem:,:oncoming_bus:,:house_with_garden:,,:clock8:,,:gem:
:name_badge:,:oncoming_automobile:,:school:,,:clock9:,,:name_badge:
:couplekiss:,:oncoming_taxi:,:office:,,:clock10:,,:couplekiss:
:scroll:,:aerial_tramway:,:post_office:,,:clock11:,,:scroll:
:bouquet:,:mountain_cableway:,:hospital:,,:clock12:,,:bouquet:
:pencil:,:suspension_railway:,:bank:,,:clock130:,,:pencil:
:couple_with_heart:,:railway_car:,:convenience_store:,,:clock230:,,:couple_with_heart:
:telephone_receiver:,:train:,:love_hotel:,,:clock330:,,:telephone_receiver:
:wedding:,:monorail:,:hotel:,,:clock430:,,:wedding:
:pager:,:bullettrain_side:,:wedding:,,:clock530:,,:pager:
:fax:,:bullettrain_front:,:church:,,:clock630:,,:fax:
:heartbeat:,:light_rail:,:department_store:,,:clock730:,,:heartbeat:
:satellite:,:mountain_railway:,:european_post_office:,,:clock830:,,:satellite:
:loudspeaker:,:steam_locomotive:,:city_sunrise:,,:clock930:,,:loudspeaker:
:broken_heart:,:train2:,:city_sunset:,,:clock1030:,,:broken_heart:
:mega:,:metro:,:japanese_castle:,,:clock1130:,,:mega:
:outbox_tray:,:tram:,:european_castle:,,:clock1230:,,:outbox_tray:
:two_hearts:,:station:,:tent:,,:mount_fuji:,,:two_hearts:
:inbox_tray:,:helicopter:,:factory:,,:tokyo_tower:,,:inbox_tray:
:package:,:small_airplane:,:tokyo_tower:,,:statue_of_liberty:,,:package:
:sparkling_heart:,:airplane:,:japan:,,:japan:,,:sparkling_heart:
:e-mail:,:sailboat:,:mount_fuji:,,:moyai:,,:e-mail:
:incoming_envelope:,:speedboat:,:sunrise_over_mountains:,,:grinning:,,:incoming_envelope:
:heartpulse:,:ferry:,:sunrise:,,:grin:,,:heartpulse:
:envelope_with_arrow:,:passenger_ship:,:night_with_stars:,,:joy:,,:envelope_with_arrow:
:mailbox_closed:,:rocket:,:statue_of_liberty:,,:smiley:,,:mailbox_closed:
:cupid:,:seat:,:bridge_at_night:,,:smile:,,:cupid:
:mailbox:,:canoe:,:carousel_horse:,,:sweat_smile:,,:mailbox:
:postbox:,:anchor:,:ferris_wheel:,,:innocent:,,:postbox:
:blue_heart:,:construction:,:fountain:,,:smiling_imp:,,:blue_heart:
:newspaper:,:fuelpump:,:roller_coaster:,,:wink:,,:newspaper:
:iphone:,:busstop:,:ship:,,:blush:,,:iphone:
:green_heart:,:vertical_traffic_light:,:speedboat:,,:yum:,,:green_heart:
:calling:,:traffic_light:,:rowboat:,,:relieved:,,:calling:
:vibration_mode:,:checkered_flag:,:anchor:,,:heart_eyes:,,:vibration_mode:
:yellow_heart:,:ship:,:rocket:,,:sunglasses:,,:yellow_heart:
:mobile_phone_off:,:ferris_wheel:,:airplane:,,:smirk:,,:mobile_phone_off:
:signal_strength:,:roller_coaster:,:seat:,,:neutral_face:,,:signal_strength:
:purple_heart:,:carousel_horse:,:helicopter:,,:expressionless:,,:purple_heart:
:camera:,:building_construction:,:steam_locomotive:,,:unamused:,,:camera:
:video_camera:,:foggy:,:tram:,,:sweat:,,:video_camera:
:gift_heart:,:tokyo_tower:,:station:,,:pensive:,,:gift_heart:
:tv:,:factory:,:mountain_railway:,,:confused:,,:tv:
:radio:,:fountain:,:train2:,,:confounded:,,:radio:
:revolving_hearts:,:rice_scene:,:bullettrain_side:,,:kissing:,,:revolving_hearts:
:vhs:,:mountain:,:bullettrain_front:,,:kissing_heart:,,:vhs:
:arrows_clockwise:,:mountain_snow:,:light_rail:,,:kissing_smiling_eyes:,,:arrows_clockwise:
:heart_decoration:,:mount_fuji:,:metro:,,:kissing_closed_eyes:,,:heart_decoration:
:loud_sound:,:volcano:,:monorail:,,:stuck_out_tongue:,,:loud_sound:
:battery:,:japan:,:train:,,:stuck_out_tongue_winking_eye:,,:battery:
:diamond_shape_with_a_dot_inside:,:camping:,:railway_car:,,:stuck_out_tongue_closed_eyes:,,:diamond_shape_with_a_dot_inside:
:electric_plug:,:tent:,:trolleybus:,,:disappointed:,,:electric_plug:
:mag:,:national_park:,:bus:,,:worried:,,:mag:
:bulb:,:motorway:,:oncoming_bus:,,:angry:,,:bulb:
:mag_right:,:railway_track:,:blue_car:,,:rage:,,:mag_right:
:lock_with_ink_pen:,:sunrise:,:oncoming_automobile:,,:cry:,,:lock_with_ink_pen:
:anger:,:sunrise_over_mountains:,:taxi:,,:persevere:,,:anger:
:closed_lock_with_key:,:desert:,:oncoming_taxi:,,:triumph:,,:closed_lock_with_key:
:key:,:beach_umbrella:,:articulated_lorry:,,:disappointed_relieved:,,:key:
:bomb:,:desert_island:,:truck:,,:frowning:,,:bomb:
:lock:,:city_sunrise:,:rotating_light:,,:anguished:,,:lock:
:unlock:,:city_sunset:,:police_car:,,:fearful:,,:unlock:
:zzz:,:cityscape:,:oncoming_police_car:,,:weary:,,:zzz:
:bell:,:night_with_stars:,:fire_engine:,,:sleepy:,,:bell:
:bookmark:,:bridge_at_night:,:ambulance:,,:tired_face:,,:bookmark:
:boom:,:milky_way:,:minibus:,,:grimacing:,,:boom:
:link:,:stars:,:bike:,,:sob:,,:link:
:radio_button:,:sparkler:,:aerial_tramway:,,:open_mouth:,,:radio_button:
:sweat_drops:,:fireworks:,:suspension_railway:,,:hushed:,,:sweat_drops:
:back:,:rainbow:,:mountain_cableway:,,:cold_sweat:,,:back:
:end:,:european_castle:,:tractor:,,:scream:,,:end:
:droplet:,:japanese_castle:,:barber:,,:astonished:,,:droplet:
:on:,:stadium:,:busstop:,,:flushed:,,:on:
:soon:,:statue_of_liberty:,:ticket:,,:sleeping:,,:soon:
:dash:,:house:,:vertical_traffic_light:,,:dizzy_face:,,:dash:
:top:,:house_with_garden:,:traffic_light:,,:no_mouth:,,:top:
:underage:,:office:,:warning:,,:mask:,,:underage:
:poop:,:department_store:,:construction:,,:smile_cat:,,:poop:
:keycap_ten:,:post_office:,:beginner:,,:joy_cat:,,:keycap_ten:
:muscle:,:european_post_office:,:fuelpump:,,:smiley_cat:,,:muscle:
:capital_abcd:,:hospital:,:izakaya_lantern:,,:heart_eyes_cat:,,:capital_abcd:
:abcd:,:bank:,:slot_machine:,,:smirk_cat:,,:abcd:
:dizzy:,:hotel:,:hotsprings:,,:kissing_cat:,,:dizzy:
:1234:,:convenience_store:,:moyai:,,:pouting_cat:,,:1234:
:symbols:,:school:,:circus_tent:,,:crying_cat_face:,,:symbols:
:speech_balloon:,:love_hotel:,:performing_arts:,,:scream_cat:,,:speech_balloon:
:abc:,:wedding:,:round_pushpin:,,:no_good:,,:abc:
:fire:,:classical_building:,:triangular_flag_on_post:,,:ok_woman:,,:fire:
:white_flower:,:church:,:jp:,,:bow:,,:white_flower:
:flashlight:,:mosque:,:kr:,,:see_no_evil:,,:flashlight:
:wrench:,:synagogue:,:de:,,:hear_no_evil:,,:wrench:
:100:,:kaaba:,:cn:,,:speak_no_evil:,,:100:
:hammer:,:shinto_shrine:,:us:,,:raising_hand:,,:hammer:
:nut_and_bolt:,:watch:,:fr:,,:raised_hands:,,:nut_and_bolt:
:moneybag:,:iphone:,:es:,,:person_frowning:,,:moneybag:
:knife:,:calling:,:it:,,:person_with_pouting_face:,,:knife:
:gun:,:computer:,:ru:,,:pray:,,:gun:
:currency_exchange:,:keyboard:,:gb:,,:rocket:,,:currency_exchange:
:crystal_ball:,:desktop_computer:,:one:,,:helicopter:,,:crystal_ball:
:heavy_dollar_sign:,:printer:,:two:,,:steam_locomotive:,,:heavy_dollar_sign:
:six_pointed_star:,:trackball:,:three:,,:railway_car:,,:six_pointed_star:
:credit_card:,:joystick:,:four:,,:bullettrain_side:,,:credit_card:
:beginner:,:minidisc:,:five:,,:bullettrain_front:,,:beginner:
:trident:,:floppy_disk:,:six:,,:train2:,,:trident:
:yen:,:cd:,:seven:,,:metro:,,:yen:
:black_square_button:,:dvd:,:eight:,,:light_rail:,,:black_square_button:
:white_square_button:,:vhs:,:nine:,,:station:,,:white_square_button:
:dollar:,:camera:,:zero:,,:tram:,,:dollar:
:red_circle:,:video_camera:,:keycap_ten:,,:train:,,:red_circle:
:blue_circle:,:movie_camera:,:1234:,,:bus:,,:blue_circle:
:money_with_wings:,:film_projector:,:hash:,,:oncoming_bus:,,:money_with_wings:
:large_orange_diamond:,:telephone_receiver:,:symbols:,,:trolleybus:,,:large_orange_diamond:
:large_blue_diamond:,:pager:,:arrow_up:,,:busstop:,,:large_blue_diamond:
:chart:,:fax:,:arrow_down:,,:minibus:,,:chart:
:small_orange_diamond:,:tv:,:arrow_left:,,:ambulance:,,:small_orange_diamond:
:small_blue_diamond:,:radio:,:arrow_right:,,:fire_engine:,,:small_blue_diamond:
:seat:,:studio_microphone:,:capital_abcd:,,:police_car:,,:seat:
:small_red_triangle:,:level_slider:,:abcd:,,:oncoming_police_car:,,:small_red_triangle:
:small_red_triangle_down:,:control_knobs:,:abc:,,:taxi:,,:small_red_triangle_down:
:computer:,:stopwatch:,:arrow_upper_right:,,:oncoming_taxi:,,:computer:
:arrow_up_small:,:timer_clock:,:arrow_upper_left:,,:oncoming_automobile:,,:arrow_up_small:
:briefcase:,:alarm_clock:,:arrow_lower_right:,,:blue_car:,,:briefcase:
:arrow_down_small:,:hourglass_flowing_sand:,:arrow_lower_left:,,:truck:,,:arrow_down_small:
:clock1:,:hourglass:,:left_right_arrow:,,:articulated_lorry:,,:clock1:
:minidisc:,:satellite:,:arrow_up_down:,,:tractor:,,:minidisc:
:clock2:,:battery:,:arrows_counterclockwise:,,:monorail:,,:clock2:
:floppy_disk:,:electric_plug:,:arrow_backward:,,:mountain_railway:,,:floppy_disk:
:clock3:,:bulb:,:arrow_forward:,,:suspension_railway:,,:clock3:
:cd:,:flashlight:,:arrow_up_small:,,:mountain_cableway:,,:cd:
:clock4:,:candle:,:arrow_down_small:,,:aerial_tramway:,,:clock4:
:dvd:,:wastebasket:,:leftwards_arrow_with_hook:,,:ship:,,:dvd:
:clock5:,:oil_drum:,:arrow_right_hook:,,:rowboat:,,:clock5:
:clock6:,:money_with_wings:,:information_source:,,:speedboat:,,:clock6:
:file_folder:,:dollar:,:rewind:,,:traffic_light:,,:file_folder:
:clock7:,:yen:,:fast_forward:,,:vertical_traffic_light:,,:clock7:
:clock8:,:euro:,:arrow_double_up:,,:construction:,,:clock8:
:open_file_folder:,:pound:,:arrow_double_down:,,:rotating_light:,,:open_file_folder:
:clock9:,:moneybag:,:arrow_heading_down:,,:triangular_flag_on_post:,,:clock9:
:clock10:,:credit_card:,:arrow_heading_up:,,:door:,,:clock10:
:page_with_curl:,:gem:,:ok:,,:no_entry_sign:,,:page_with_curl:
:clock11:,:wrench:,:twisted_rightwards_arrows:,,:smoking:,,:clock11:
:clock12:,:hammer:,:repeat:,,:no_smoking:,,:clock12:
:page_facing_up:,:hammer_and_pick:,:repeat_one:,,:put_litter_in_its_place:,,:page_facing_up:
:mount_fuji:,:hammer_and_wrench:,:new:,,:do_not_litter:,,:mount_fuji:
:tokyo_tower:,:pick:,:up:,,:potable_water:,,:tokyo_tower:
:date:,:nut_and_bolt:,:cool:,,:non-potable_water:,,:date:
:statue_of_liberty:,:gear:,:free:,,:bike:,,:statue_of_liberty:
:japan:,:chains:,:ng:,,:no_bicycles:,,:japan:
:calendar:,:gun:,:signal_strength:,,:bicyclist:,,:calendar:
:moyai:,:bomb:,:cinema:,,:mountain_bicyclist:,,:moyai:
:grin:,:dagger:,:koko:,,:walking:,,:grin:
:joy:,:crossed_swords:,:u6307:,,:no_pedestrians:,,:joy:
:smiley:,:shield:,:u7a7a:,,:children_crossing:,,:smiley:
:chart_with_upwards_trend:,:smoking:,:u6e80:,,:mens:,,:chart_with_upwards_trend:
:smile:,:skull_and_crossbones:,:u5408:,,:womens:,,:smile:
:sweat_smile:,:coffin:,:u7981:,,:restroom:,,:sweat_smile:
:chart_with_downwards_trend:,:funeral_urn:,:ideograph_advantage:,,:baby_symbol:,,:chart_with_downwards_trend:
:laughing:,:amphora:,:u5272:,,:toilet:,,:laughing:
:wink:,:crystal_ball:,:u55b6:,,:wc:,,:wink:
:bar_chart:,:prayer_beads:,:u6709:,,:shower:,,:bar_chart:
:blush:,:barber:,:u7121:,,:bath:,,:blush:
:yum:,:alembic:,:restroom:,,:bathtub:,,:yum:
:clipboard:,:telescope:,:mens:,,:passport_control:,,:clipboard:
:relieved:,:microscope:,:womens:,,:customs:,,:relieved:
:heart_eyes:,:hole:,:baby_symbol:,,:baggage_claim:,,:heart_eyes:
:pushpin:,:pill:,:wc:,,:left_luggage:,,:pushpin:
:smirk:,:syringe:,:potable_water:,,:bangbang:,,:smirk:
:unamused:,:thermometer:,:put_litter_in_its_place:,,:leftwards_arrow_with_hook:,,:unamused:
:round_pushpin:,:label:,:parking:,,:arrow_right_hook:,,:round_pushpin:
:sweat:,:bookmark:,:wheelchair:,,:watch:,,:sweat:
:pensive:,:toilet:,:no_smoking:,,:hourglass:,,:pensive:
:paperclip:,:shower:,:u6708:,,:rewind:,,:paperclip:
:confounded:,:bathtub:,:u7533:,,:arrow_double_up:,,:confounded:
:kissing_heart:,:key:,:sa:,,:arrow_double_down:,,:kissing_heart:
:straight_ruler:,:old_key:,:m:,,:alarm_clock:,,:straight_ruler:
:kissing_closed_eyes:,:couch_and_lamp:,:passport_control:,,:hourglass_flowing_sand:,,:kissing_closed_eyes:
:stuck_out_tongue_winking_eye:,:bed:,:baggage_claim:,,:m:,,:stuck_out_tongue_winking_eye:
:triangular_ruler:,:door:,:left_luggage:,,:black_small_square:,,:triangular_ruler:
:stuck_out_tongue_closed_eyes:,:bellhop_bell:,:customs:,,:white_small_square:,,:stuck_out_tongue_closed_eyes:
:disappointed:,:world_map:,:accept:,,:arrow_forward:,,:disappointed:
:bookmark_tabs:,:moyai:,:secret:,,:arrow_backward:,,:bookmark_tabs:
:angry:,:shopping_cart:,:congratulations:,,:white_medium_square:,,:angry:
:rage:,:balloon:,:cl:,,:black_medium_square:,,:rage:
:cry:,:flags:,:sos:,,:white_medium_small_square:,,:cry:
:persevere:,:ribbon:,:id:,,:black_medium_small_square:,,:persevere:
:triumph:,:gift:,:no_entry_sign:,,:point_up:,,:triumph:
:disappointed_relieved:,:confetti_ball:,:underage:,,:relaxed:,,:disappointed_relieved:
:fearful:,:tada:,:no_mobile_phones:,,:gemini:,,:fearful:
:weary:,:dolls:,:do_not_litter:,,:cancer:,,:weary:
:sleepy:,:wind_chime:,:non-potable_water:,,:leo:,,:sleepy:
:tired_face:,:crossed_flags:,:no_bicycles:,,:virgo:,,:tired_face:
:sob:,:izakaya_lantern:,:no_pedestrians:,,:libra:,,:sob:
:cold_sweat:,:email:,:children_crossing:,,:scorpius:,,:cold_sweat:
